cluster,lsat,ugpa,zfygpa,zgpa,bar1,fulltime,fam_inc,age,gender,race1,race2,race3,race4,race5,race6,race7,race8
3.0,26.0,2.5,-0.5,-0.74,0,1.0,4.0,-62.0,0,0,1,0,0,0,0,0,0
3.0,25.0,2.8,-1.58,-1.38,0,2.0,3.0,-58.0,0,0,0,0,1,0,0,0,0
4.0,47.0,3.4,1.34,1.75,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,34.0,3.3,-0.98,-0.59,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,40.0,3.4,-0.8,-1.39,0,2.0,3.0,-50.0,0,0,0,0,0,0,0,1,0
3.0,33.0,2.8,-1.02,-1.3,0,2.0,3.0,-57.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.0,-0.18,0.28,1,2.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
4.0,43.0,3.4,0.81,0.72,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,31.5,3.3,-0.4,-0.39,1,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
4.0,42.0,3.4,0.77,0.94,0,1.0,4.0,-67.0,0,0,0,0,0,0,0,1,0
3.0,39.0,2.5,2.22,2.17,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,29.0,3.1,-2.01,-2.22,0,1.0,3.0,-66.0,1,0,0,0,1,0,0,0,0
1.0,41.0,2.9,-0.61,-0.78,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,32.0,3.0,0.07,-0.86,0,1.0,4.0,-53.0,1,0,0,0,0,0,0,1,0
1.0,29.5,2.7,-0.54,-1.27,0,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
1.0,35.0,3.4,-0.58,-0.88,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,31.5,3.6,-2.14,-1.4,0,1.0,2.0,-67.0,1,0,1,0,0,0,0,0,0
4.0,45.0,3.6,0.23,0.5,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.3,1.09,1.46,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,34.0,2.8,-0.36,-0.19,0,1.0,2.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,33.0,2.9,-0.48,-0.01,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,26.5,2.8,-2.14,-1.4,0,1.0,2.0,-67.0,1,0,0,1,0,0,0,0,0
3.0,28.0,3.4,0.06,0.37,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,36.0,2.9,-0.61,-0.6,1,1.0,2.0,-65.0,1,0,0,0,0,0,0,1,0
1.0,36.0,3.5,0.01,-0.19,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,37.0,3.5,-0.55,-0.16,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,33.5,2.6,-1.07,-1.14,0,2.0,4.0,-64.0,0,0,0,0,0,0,0,1,0
2.0,31.0,3.2,1.3,0.97,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,34.0,3.4,0.77,0.16,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,32.0,3.4,0.46,0.83,1,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
4.0,45.0,2.9,2.06,1.84,1,1.0,4.0,-64.0,1,0,0,0,0,0,0,1,0
1.0,36.0,2.7,-1.21,-1.41,0,1.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
1.0,42.0,3.7,1.34,1.42,1,1.0,3.0,-63.0,0,0,0,0,0,0,0,1,0
2.0,24.5,3.0,-0.05,-0.48,0,1.0,3.0,-62.0,0,0,0,0,0,0,1,0,0
1.0,42.0,2.7,-0.91,-0.45,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,34.0,2.7,-1.9,-2.6,0,1.0,4.0,-62.0,1,0,0,1,0,0,0,0,0
2.0,28.0,3.0,-1.88,-1.41,0,1.0,4.0,-56.0,0,0,0,0,0,0,0,1,0
4.0,43.0,3.4,0.83,0.8,1,1.0,3.0,-53.0,1,0,0,0,0,0,0,1,0
3.0,35.5,3.2,-0.62,-0.49,1,1.0,2.0,-62.0,1,0,1,0,0,0,0,0,0
4.0,29.0,3.4,-0.3,-0.72,0,2.0,4.0,-55.0,1,0,0,0,0,0,1,0,0
3.0,34.0,2.9,-0.87,-1.51,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,36.5,3.6,0.01,0.32,1,1.0,5.0,-67.0,0,0,0,0,0,0,0,1,0
3.0,29.0,3.5,-0.95,-1.53,0,1.0,4.0,-44.0,0,0,0,0,0,0,0,1,0
1.0,38.0,3.3,-0.32,-1.71,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,34.3,2.8,-0.21,-1.59,0,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,30.5,3.5,-0.63,-0.57,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,26.0,3.0,-1.27,-1.28,1,1.0,3.0,-62.0,1,0,0,0,1,0,0,0,0
3.0,33.0,3.1,-1.26,-1.06,0,1.0,2.0,-34.0,1,0,0,0,0,0,0,1,0
1.0,37.5,3.6,-0.72,-0.53,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,35.0,3.3,0.48,0.5,1,1.0,3.0,-63.0,0,0,0,0,0,0,0,1,0
4.0,42.0,3.3,-0.01,0.8,1,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
6.0,24.5,2.5,-0.37,-0.69,0,1.0,1.0,-56.0,0,0,1,0,0,0,0,0,0
1.0,28.0,2.5,-2.18,-2.5,0,1.0,3.0,-61.0,1,0,0,1,0,0,0,0,0
3.0,42.0,3.5,1.91,1.99,1,1.0,4.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,35.5,3.4,-0.15,-0.27,1,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
1.0,37.0,3.6,-0.51,-0.99,0,1.0,3.0,-52.0,0,0,0,0,0,0,0,1,0
4.0,33.0,3.5,0.06,-0.24,0,1.0,3.0,-39.0,1,0,0,0,0,0,0,0,1
1.0,39.0,3.1,-0.83,-1.31,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,41.0,3.6,0.45,0.74,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,36.0,2.6,0.24,-0.53,1,2.0,4.0,-56.0,0,0,0,0,0,0,0,1,0
3.0,37.0,2.9,-0.17,-0.72,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,26.0,3.0,-1.02,-1.48,0,1.0,3.0,-63.0,1,0,0,1,0,0,0,0,0
5.0,47.0,3.4,0.87,0.51,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,39.0,2.8,-0.19,-0.48,0,2.0,4.0,-57.0,0,0,0,0,0,0,0,1,0
5.0,43.0,2.7,-0.46,-0.49,1,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,36.0,2.9,-0.44,0.21,1,1.0,4.0,-49.0,1,0,0,0,0,0,0,1,0
4.0,37.0,3.2,-0.48,0.38,0,2.0,3.0,-49.0,0,0,0,0,0,0,0,1,0
1.0,28.0,2.8,-1.63,-2.09,0,1.0,3.0,-57.0,0,0,0,1,0,0,0,0,0
2.0,35.0,2.7,-0.96,-1.3,0,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,34.0,3.2,0.48,-0.45,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,41.0,2.8,-0.24,-0.56,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
1.0,23.0,2.7,-1.57,-1.8,0,1.0,3.0,-59.0,0,0,0,1,0,0,0,0,0
4.0,35.0,3.5,-0.83,-1.25,0,1.0,4.0,-59.0,1,0,0,0,0,0,0,1,0
1.0,24.0,2.9,-2.13,-1.92,1,1.0,1.0,-43.0,1,0,0,1,0,0,0,0,0
1.0,39.5,3.2,1.37,1.24,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
6.0,27.5,2.1,-0.98,-1.62,0,1.0,4.0,-59.0,0,0,0,1,0,0,0,0,0
1.0,42.0,3.5,0.24,0.03,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,40.0,3.3,-1.28,-1.41,1,1.0,5.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,20.0,3.2,-1.87,-2.77,0,1.0,4.0,-60.0,0,0,1,0,0,0,0,0,0
5.0,43.0,3.8,0.61,0.49,1,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
4.0,34.0,3.4,-0.54,-1.17,0,1.0,3.0,-63.0,1,0,1,0,0,0,0,0,0
5.0,46.0,3.4,0.3,0.66,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.0,-1.41,-1.35,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
5.0,42.0,3.7,0.06,0.51,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,37.0,3.2,0.91,0.69,1,1.0,3.0,-57.0,0,0,0,0,0,0,0,1,0
5.0,43.0,3.4,0.54,0.22,1,1.0,4.0,-61.0,0,0,1,0,0,0,0,0,0
3.0,28.0,2.2,-2.31,-2.24,1,1.0,3.0,-53.0,1,0,0,1,0,0,0,0,0
2.0,30.0,2.7,-0.12,-0.52,1,1.0,4.0,-66.0,0,0,0,0,0,0,0,1,0
5.0,40.0,3.3,0.58,0.14,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
2.0,34.0,3.1,0.49,0.87,1,1.0,4.0,-67.0,0,0,0,0,0,0,0,1,0
4.0,37.0,2.9,-0.61,-0.64,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,27.5,2.9,-0.96,-1.62,1,1.0,3.0,-60.0,1,0,0,1,0,0,0,0,0
3.0,39.0,3.2,1.02,0.55,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,32.0,3.0,-1.12,-1.29,0,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,31.0,3.4,-0.7,-1.14,0,1.0,3.0,-62.0,1,0,0,0,0,0,1,0,0
1.0,34.5,3.2,-0.41,0.14,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,40.0,2.1,0.48,0.15,1,2.0,2.0,-48.0,0,0,0,0,0,0,0,1,0
1.0,41.0,3.6,1.11,1.13,1,1.0,4.0,-52.0,0,0,0,0,0,0,0,1,0
4.0,38.0,3.3,1.45,1.27,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,0,1
2.0,33.5,3.3,-0.8,-0.77,0,2.0,3.0,-56.0,0,0,0,0,0,0,0,0,1
1.0,34.0,3.4,-0.71,-1.19,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.3,1.32,1.14,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
3.0,31.0,2.4,-0.72,-0.57,0,2.0,3.0,-44.0,0,0,0,0,0,0,0,1,0
1.0,30.5,2.8,-0.76,-1.42,0,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.7,-1.45,-2.14,0,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,36.0,3.0,-0.81,-1.61,0,1.0,4.0,-67.0,1,0,0,0,0,0,0,1,0
3.0,35.0,2.8,-1.1,-1.29,0,2.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
4.0,30.0,2.3,-0.95,-1.38,0,1.0,1.0,-57.0,1,0,0,1,0,0,0,0,0
1.0,34.0,3.9,-0.05,-0.06,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,37.0,2.8,1.32,-0.12,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,45.0,2.8,-0.4,-0.58,1,1.0,4.0,-55.0,0,0,0,0,0,0,0,1,0
3.0,39.0,3.4,-1.5,-0.66,1,1.0,5.0,-61.0,1,0,0,0,0,0,0,1,0
6.0,29.0,3.6,-0.58,-0.45,0,1.0,4.0,-62.0,1,0,0,0,0,0,1,0,0
6.0,26.5,3.3,-1.27,-1.89,0,1.0,1.0,-49.0,0,0,0,0,1,0,0,0,0
4.0,39.5,2.9,-0.91,-0.67,1,1.0,2.0,-59.0,1,0,0,0,0,0,0,1,0
5.0,33.0,3.0,-1.77,-1.89,0,1.0,4.0,-59.0,0,0,0,1,0,0,0,0,0
1.0,34.0,3.8,-0.51,0.5,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,41.0,3.4,-1.21,-0.75,1,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
4.0,38.0,3.5,-1.3,-1.61,1,1.0,3.0,-63.0,0,0,0,1,0,0,0,0,0
1.0,32.0,2.3,2.32,2.22,1,1.0,4.0,-54.0,0,0,0,0,0,0,0,1,0
1.0,35.0,3.0,0.15,-0.22,1,1.0,3.0,-62.0,1,0,0,0,1,0,0,0,0
1.0,39.0,4.0,0.99,1.36,1,1.0,2.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,30.5,2.7,-0.32,-1.11,0,2.0,4.0,-60.0,1,0,1,0,0,0,0,0,0
3.0,24.0,2.4,-1.37,-2.26,0,1.0,3.0,-61.0,0,0,0,1,0,0,0,0,0
4.0,35.0,3.4,-0.74,-0.9,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
1.0,42.0,3.2,-1.0,-1.83,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,42.0,3.5,-1.64,-1.76,1,1.0,4.0,-58.0,1,0,0,0,0,0,0,1,0
1.0,40.0,3.6,1.71,1.12,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.4,0.86,0.65,0,1.0,3.0,-63.0,1,0,0,0,0,0,0,1,0
4.0,28.0,3.4,-0.54,-1.5,0,1.0,2.0,-52.0,1,0,0,0,0,0,0,1,0
5.0,31.5,3.1,-0.93,-1.18,0,1.0,4.0,-52.0,1,0,0,0,0,0,0,1,0
4.0,23.5,2.1,-2.13,-1.71,0,1.0,2.0,-62.0,1,0,0,1,0,0,0,0,0
3.0,37.0,3.8,0.72,1.12,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,39.0,3.0,0.0,0.91,1,2.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.5,-0.49,-0.71,1,2.0,2.0,-50.0,1,0,0,1,0,0,0,0,0
1.0,39.0,3.1,0.02,0.09,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,44.0,2.8,-1.07,-0.99,0,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,36.0,2.7,-0.61,-1.45,0,1.0,4.0,-62.0,0,0,0,0,0,0,1,0,0
2.0,35.0,3.6,-1.09,-1.15,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,27.0,3.2,-0.24,-0.38,0,2.0,4.0,-53.0,1,0,0,1,0,0,0,0,0
2.0,32.0,3.9,0.71,0.56,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,40.0,2.5,-0.97,-0.51,1,1.0,5.0,-59.0,0,0,0,0,0,0,0,1,0
1.0,37.0,3.2,-1.16,-1.22,1,1.0,3.0,-62.0,1,0,0,1,0,0,0,0,0
5.0,46.0,3.5,-0.31,-0.14,1,1.0,1.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,42.0,3.7,0.18,0.24,1,1.0,4.0,-66.0,1,0,0,0,0,0,0,1,0
3.0,34.0,3.0,0.07,-0.08,1,1.0,2.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,35.5,3.4,-1.13,-1.0,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,38.0,3.0,0.55,0.47,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,31.0,3.2,-1.18,-1.87,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,27.0,3.2,-1.51,-1.2,0,1.0,4.0,-62.0,0,0,0,1,0,0,0,0,0
5.0,31.0,2.3,-1.26,-1.45,0,1.0,4.0,-54.0,0,0,0,0,0,0,0,1,0
4.0,35.0,3.7,-0.85,-0.12,1,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
4.0,34.0,3.9,-0.54,-0.77,1,1.0,2.0,-53.0,1,0,0,0,0,0,0,1,0
1.0,32.0,3.7,0.38,0.26,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,29.3,2.4,-1.73,-0.59,0,2.0,3.0,-55.0,0,0,0,0,1,0,0,0,0
3.0,38.0,3.0,0.19,0.02,1,1.0,4.0,-63.0,1,0,0,0,0,0,0,1,0
1.0,38.0,3.4,-1.39,-0.79,1,2.0,3.0,-45.0,0,0,0,0,0,0,0,1,0
3.0,33.0,2.0,0.29,0.48,0,1.0,4.0,-44.0,0,0,0,0,0,0,0,1,0
3.0,39.0,3.6,-0.34,-1.43,0,1.0,2.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,37.0,2.8,-0.29,-0.35,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,27.0,3.5,-1.31,-1.12,0,1.0,3.0,-57.0,1,0,0,0,0,0,0,1,0
2.0,39.0,3.3,0.39,-0.49,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
4.0,32.0,3.7,-0.85,-0.79,0,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
4.0,39.5,3.2,0.36,0.4,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,30.0,4.0,0.94,1.2,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,32.0,3.0,0.44,0.82,0,1.0,4.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,31.7,2.7,-0.91,-2.38,0,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
1.0,30.0,3.3,-1.08,-1.67,0,1.0,1.0,-55.0,1,0,1,0,0,0,0,0,0
4.0,33.0,3.5,-0.82,1.59,0,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
2.0,29.5,3.1,-1.26,-1.34,0,1.0,3.0,-54.0,0,0,0,0,0,0,0,1,0
3.0,40.0,2.6,-0.08,-1.48,0,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,33.0,2.9,-1.39,-1.64,0,2.0,3.0,-42.0,1,0,0,0,0,0,0,1,0
1.0,37.0,3.2,0.39,-0.02,1,1.0,2.0,-63.0,1,0,0,0,0,0,0,1,0
3.0,36.0,3.2,-0.46,-1.52,0,1.0,2.0,-56.0,1,0,0,0,0,0,0,1,0
1.0,34.0,3.2,0.66,0.8,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,35.0,3.5,-1.41,-0.84,0,1.0,4.0,-52.0,1,0,0,0,0,0,0,1,0
1.0,29.0,3.4,-0.63,-1.38,0,1.0,1.0,-62.0,1,0,1,0,0,0,0,0,0
4.0,31.0,3.0,0.21,-0.34,0,1.0,2.0,-59.0,0,0,1,0,0,0,0,0,0
3.0,32.0,3.0,-0.45,-1.4,0,1.0,4.0,-60.0,1,0,0,1,0,0,0,0,0
1.0,31.0,3.3,-1.28,-1.62,0,1.0,3.0,-38.0,1,0,0,0,0,0,0,1,0
2.0,39.0,2.5,0.83,0.38,0,1.0,4.0,-57.0,0,0,0,0,0,0,0,1,0
4.0,43.0,3.7,0.95,1.2,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
2.0,32.0,3.1,-0.11,-0.47,0,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,34.0,3.5,-0.51,-0.53,1,1.0,3.0,-49.0,1,0,0,0,0,0,0,1,0
3.0,40.0,2.8,0.41,0.49,1,1.0,2.0,-55.0,1,0,0,0,0,0,0,1,0
1.0,34.0,2.8,-0.26,-0.65,0,1.0,3.0,-59.0,0,0,0,0,0,0,1,0,0
4.0,36.0,3.2,-0.56,-1.04,0,1.0,3.0,-56.0,0,0,0,0,0,0,0,1,0
3.0,32.5,3.2,-0.53,-0.34,1,1.0,5.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,32.0,2.9,0.24,0.36,0,2.0,2.0,-57.0,0,0,0,0,0,0,0,1,0
2.0,32.0,3.3,-0.65,-1.08,0,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,36.0,2.8,0.25,-0.57,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,34.0,3.1,0.07,0.15,1,1.0,5.0,-66.0,0,0,0,0,0,0,0,1,0
4.0,42.0,3.4,0.16,0.15,1,1.0,5.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,35.0,3.6,0.92,0.4,0,1.0,4.0,-61.0,1,0,0,0,0,0,0,1,0
2.0,31.0,3.2,0.28,0.66,0,1.0,5.0,-59.0,0,0,0,0,0,0,0,1,0
1.0,40.0,4.0,0.95,1.15,1,1.0,3.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,37.0,3.3,-1.23,-1.01,0,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,38.0,3.9,0.46,0.11,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,24.0,2.8,-1.1,-0.98,0,1.0,1.0,-52.0,1,0,0,1,0,0,0,0,0
3.0,27.0,2.4,-1.66,-1.07,0,1.0,2.0,-59.0,0,0,0,1,0,0,0,0,0
1.0,39.0,2.9,0.22,-0.26,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,29.0,3.2,-1.02,-1.01,0,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
4.0,34.0,3.2,-0.47,-0.79,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,33.0,3.3,0.05,0.06,1,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,40.0,3.7,0.14,-0.61,1,1.0,4.0,-63.0,0,0,0,0,0,0,0,1,0
2.0,33.0,3.5,-0.05,-0.56,1,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
2.0,29.5,3.0,-1.64,-1.36,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,33.5,3.5,0.26,0.08,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
2.0,35.0,2.2,-0.65,-0.83,0,1.0,3.0,-58.0,0,0,0,0,0,0,0,1,0
1.0,42.0,2.9,0.27,0.74,1,1.0,4.0,-59.0,0,0,0,0,0,0,0,1,0
3.0,33.0,2.7,-1.23,-1.52,0,1.0,3.0,-25.0,0,0,0,0,0,0,0,1,0
3.0,24.0,3.2,-0.41,-0.85,0,1.0,5.0,-61.0,1,0,0,0,0,0,0,1,0
4.0,43.0,3.3,-0.84,-1.16,0,1.0,4.0,-56.0,0,0,0,0,0,0,0,1,0
6.0,33.0,2.8,0.41,0.32,0,1.0,5.0,-63.0,0,0,0,0,0,0,0,1,0
4.0,36.5,3.1,1.52,1.44,1,1.0,5.0,-55.0,1,0,0,0,0,0,0,1,0
1.0,41.0,2.9,-0.39,-0.78,0,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
6.0,22.3,2.4,-0.1,0.18,0,1.0,2.0,-59.0,1,0,0,1,0,0,0,0,0
1.0,43.0,3.2,0.32,0.01,1,1.0,3.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,25.5,2.2,-2.14,-1.45,0,1.0,4.0,-60.0,1,0,0,1,0,0,0,0,0
1.0,39.0,3.7,1.31,1.56,1,1.0,4.0,-56.0,1,0,0,0,0,0,0,1,0
1.0,41.0,3.0,1.45,1.46,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
1.0,35.0,3.4,-1.31,-1.38,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,40.0,2.7,0.47,-0.38,1,2.0,4.0,-55.0,1,0,0,0,0,0,0,1,0
4.0,44.0,3.8,-0.96,-0.93,0,1.0,4.0,-66.0,0,0,0,0,0,0,0,1,0
4.0,28.0,2.5,0.61,0.51,0,2.0,3.0,-41.0,0,0,0,0,0,0,0,1,0
4.0,26.0,2.9,-1.7,-2.14,0,1.0,2.0,-58.0,0,0,0,1,0,0,0,0,0
4.0,41.0,2.7,0.57,-0.36,0,2.0,2.0,-51.0,1,0,0,0,0,0,0,1,0
1.0,44.0,3.2,-0.36,-0.93,0,1.0,2.0,-64.0,0,0,0,0,0,0,0,1,0
4.0,42.0,3.4,0.99,0.39,1,1.0,4.0,-60.0,1,0,0,0,0,0,0,1,0
5.0,47.0,3.7,0.1,-0.07,1,1.0,3.0,-61.0,1,0,0,0,0,0,0,1,0
6.0,31.0,2.5,0.08,-0.4,0,1.0,1.0,-58.0,0,0,0,0,0,0,0,1,0
5.0,38.0,3.1,0.87,1.16,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
1.0,29.0,2.6,-1.01,-1.62,0,1.0,4.0,-62.0,1,0,0,1,0,0,0,0,0
1.0,39.0,3.5,-1.03,-1.18,0,1.0,4.0,-36.0,1,0,0,0,0,0,0,1,0
5.0,46.0,3.7,-0.98,-0.91,1,1.0,4.0,-62.0,1,0,0,0,0,0,0,1,0
3.0,20.0,2.5,-2.58,-2.44,1,1.0,5.0,-61.0,0,0,0,1,0,0,0,0,0
3.0,22.7,2.2,-1.17,-0.3,0,2.0,4.0,-55.0,0,0,0,0,0,0,0,1,0
2.0,27.0,3.0,-0.52,-0.06,1,1.0,3.0,-62.0,0,0,0,0,0,0,0,1,0
1.0,39.0,3.2,-1.41,-1.74,0,1.0,3.0,-63.0,0,0,0,0,0,0,0,1,0
3.0,31.0,2.8,-0.79,-1.51,0,1.0,4.0,-66.0,1,0,0,0,1,0,0,0,0
2.0,25.0,3.8,0.19,-0.2,1,2.0,3.0,-41.0,1,0,0,0,0,0,0,1,0
1.0,36.0,2.7,-0.59,-2.09,0,1.0,4.0,-62.0,0,0,0,0,0,0,0,1,0
3.0,35.0,2.3,-1.71,-0.54,0,2.0,4.0,-49.0,0,0,0,0,0,0,0,1,0
2.0,31.0,3.0,-1.53,-0.79,1,1.0,3.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,26.5,3.8,0.35,0.58,1,1.0,1.0,-62.0,0,0,0,0,0,0,0,0,1
1.0,35.0,3.2,-1.1,-1.43,0,1.0,4.0,-64.0,1,0,0,0,0,0,0,1,0
3.0,33.0,3.3,-0.14,-0.72,0,1.0,4.0,-62.0,0,0,1,0,0,0,0,0,0
1.0,41.0,3.2,0.09,0.82,0,1.0,5.0,-60.0,0,0,0,0,0,0,0,1,0
2.0,30.5,3.7,-0.33,-0.3,1,1.0,3.0,-60.0,1,0,0,0,0,0,0,1,0
3.0,39.0,2.5,1.7,1.52,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
3.0,38.0,3.1,-0.08,0.03,1,1.0,2.0,-61.0,0,0,0,0,0,0,0,1,0
4.0,32.5,3.7,-1.26,-1.52,0,1.0,3.0,-67.0,0,0,0,1,0,0,0,0,0
2.0,30.0,3.9,-0.15,0.13,1,1.0,3.0,-46.0,1,0,0,0,0,0,0,1,0
3.0,42.0,2.2,-1.03,-0.95,1,1.0,4.0,-61.0,0,0,0,0,0,0,0,1,0
6.0,18.0,3.5,0.95,0.98,0,1.0,1.0,-61.0,1,0,0,1,0,0,0,0,0
3.0,34.0,2.8,0.52,0.4,1,1.0,3.0,-60.0,0,0,0,0,0,0,0,1,0
