age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26,4,134945,11,9,4,7,2,4,1,0,0,40,39,0
55,6,105582,12,14,2,12,0,4,1,2228,0,50,39,0
46,4,169324,11,9,5,8,1,2,0,0,0,45,23,0
44,7,98989,9,13,2,10,0,0,1,0,0,38,39,1
30,6,113838,8,11,2,12,0,4,1,3137,0,60,11,0
24,4,143436,15,10,4,6,3,4,1,0,0,24,39,0
32,4,143604,0,6,3,8,1,2,0,0,0,37,39,0
35,4,226311,9,13,4,12,1,4,0,0,0,40,39,0
67,4,94610,12,14,2,12,0,4,1,0,0,30,39,1
56,6,26716,9,13,2,4,0,4,1,0,0,20,39,1
26,4,160261,12,14,4,10,1,1,1,0,0,20,19,0
46,4,117310,7,12,6,13,4,4,0,6497,0,40,39,0
52,4,154342,11,9,2,3,0,4,1,0,0,48,39,1
38,6,89202,15,10,0,3,1,4,1,0,0,40,39,0
31,4,174704,11,9,0,12,4,2,1,0,0,50,39,0
53,4,153486,11,9,5,14,1,4,1,0,0,30,39,0
27,4,360097,11,9,4,6,1,2,1,0,0,40,39,0
39,4,230356,9,13,4,1,1,4,0,0,0,40,39,0
22,4,163870,11,9,4,7,3,4,1,0,0,40,39,0
37,4,199753,15,10,2,3,0,4,1,0,0,35,39,1
20,4,333505,11,9,4,1,3,4,1,0,0,30,27,0
60,2,149281,11,9,2,11,0,4,1,0,0,40,39,0
51,4,138514,8,11,0,13,4,2,0,0,0,48,39,0
57,1,66504,14,15,0,10,1,4,0,0,0,50,39,1
59,4,206487,15,10,2,3,0,4,1,0,0,40,39,1
37,4,170020,11,9,2,3,0,4,1,0,0,40,39,0
35,4,217605,11,9,2,6,5,4,0,0,0,40,39,0
43,4,145711,15,10,2,12,0,4,1,0,0,72,39,1
17,4,169155,2,8,4,8,3,4,1,0,0,35,39,0
45,4,34127,9,13,2,10,0,4,1,0,0,50,39,1
18,4,110142,11,9,4,12,3,4,0,0,0,40,39,0
52,4,222646,2,8,5,7,2,4,0,0,0,40,5,0
18,4,182643,15,10,4,6,3,4,1,0,0,9,39,0
20,4,303565,15,10,4,6,3,2,1,0,0,40,11,0
34,4,140092,11,9,4,13,1,4,1,0,0,40,39,0
19,4,178811,11,9,4,7,3,2,0,0,0,20,39,0
18,0,267399,2,8,4,0,3,4,0,0,0,12,39,0
17,2,192387,6,5,4,8,3,4,1,0,0,45,39,0
30,1,127610,9,13,4,1,1,4,0,0,0,35,39,0
29,4,258862,9,13,4,3,1,4,0,0,0,45,39,0
30,4,225231,15,10,0,4,1,4,1,8614,0,50,39,1
18,4,174926,6,5,4,8,3,4,1,0,0,15,0,0
50,7,238187,9,13,0,1,1,2,0,0,0,37,39,0
22,4,191444,11,9,4,12,2,4,1,0,0,40,39,0
21,4,198822,11,9,4,1,3,4,0,0,0,35,39,0
39,6,251323,6,5,2,5,2,4,1,0,0,40,5,0
20,4,168187,15,10,4,8,2,4,0,4416,0,25,39,0
62,4,370881,7,12,6,8,1,4,0,0,0,7,39,0
32,4,198183,15,10,0,4,1,4,0,0,0,38,39,0
38,4,210610,7,12,2,13,0,4,1,0,0,40,39,1
32,4,269182,15,10,5,13,4,2,0,3887,0,40,39,0
55,4,141727,9,13,2,1,5,4,0,3464,0,40,39,0
38,4,185848,12,14,2,4,0,4,1,99999,0,70,39,1
34,4,46746,1,7,4,8,1,4,1,0,0,30,39,0
28,4,120475,11,9,4,8,3,4,1,0,0,20,39,0
26,4,135845,15,10,4,12,1,4,0,0,0,37,39,0
41,4,310255,11,9,2,12,0,4,1,0,0,40,39,0
61,7,379885,10,16,2,10,0,4,1,0,1902,40,39,1
75,6,31428,11,9,2,5,0,4,1,3456,0,40,39,0
21,4,211013,8,11,2,8,2,4,0,0,0,50,26,0
50,4,175029,11,9,2,6,0,4,1,0,0,40,39,1
49,5,119539,15,10,2,4,0,4,1,0,0,60,0,1
26,4,247025,11,9,2,14,0,4,1,0,0,65,39,0
39,4,252327,5,4,4,8,3,4,1,0,0,40,26,0
24,6,375313,15,10,4,10,1,1,1,0,0,40,39,0
56,4,107165,11,9,2,6,0,4,1,0,0,18,39,0
17,4,108470,1,7,4,8,3,2,1,0,0,17,39,0
37,4,150057,11,9,2,3,0,4,1,0,0,52,39,1
23,4,189468,8,11,2,7,3,4,0,0,0,30,39,0
28,0,198393,11,9,4,0,1,2,0,0,0,40,39,0
57,6,181031,11,9,2,5,0,4,1,0,0,60,39,0
42,2,569930,9,13,2,1,0,4,1,0,0,45,39,1
25,4,27411,9,13,0,12,1,4,0,0,0,40,39,0
22,4,147397,9,13,4,5,1,4,1,0,0,20,39,0
39,4,242922,11,9,2,3,0,2,1,0,0,40,39,0
54,4,154949,1,7,2,8,5,2,0,0,0,40,39,1
41,5,423217,9,13,0,4,1,4,1,0,0,50,39,0
43,1,195385,11,9,2,4,0,0,1,0,0,40,39,0
19,4,100009,11,9,4,3,1,4,0,0,0,40,39,0
35,4,191628,15,10,2,10,0,4,1,0,0,40,39,0
34,4,340880,11,9,2,10,0,4,1,0,0,60,30,1
19,4,207173,11,9,5,1,4,4,0,0,0,30,39,0
33,4,48010,15,10,0,4,4,4,0,0,0,40,39,0
33,4,229051,15,10,4,10,1,4,1,0,0,52,39,0
49,4,193366,12,14,2,4,0,4,1,0,0,65,39,1
31,4,57781,11,9,0,1,4,4,0,0,0,50,39,0
69,0,121136,11,9,2,0,0,4,1,0,0,13,39,0
41,4,433989,8,11,2,12,0,4,1,4386,0,60,39,1
24,4,136687,11,9,5,7,4,3,0,0,0,40,39,0
45,7,154117,11,9,0,4,4,4,0,0,0,38,39,1
63,4,294009,9,13,2,10,0,4,1,15024,0,45,39,1
75,4,239038,15,10,2,14,0,4,1,0,0,16,39,0
34,4,244064,11,9,4,7,4,2,1,0,0,40,39,0
69,4,128348,9,13,2,4,0,2,1,9386,0,50,39,1
33,4,66278,12,14,4,10,1,4,0,0,0,40,39,0
44,4,162643,11,9,4,1,1,4,0,0,0,43,39,0
45,4,179659,9,13,2,3,0,4,1,3103,0,40,39,1
18,4,205218,1,7,4,12,3,4,0,0,0,20,39,0
48,4,154033,11,9,0,12,1,4,0,0,0,52,39,0
43,4,158528,11,9,2,3,0,4,1,0,0,40,39,1
26,4,366219,11,9,2,3,0,2,1,0,1848,60,39,1
35,4,301862,11,9,4,3,4,4,1,0,0,50,39,0
34,4,228406,15,10,4,1,4,2,0,0,0,40,39,0
48,4,120131,11,9,2,1,0,4,1,0,0,70,39,1
54,2,127943,11,9,6,8,4,2,0,0,0,40,39,0
57,4,301514,11,9,2,12,0,4,1,0,0,40,39,0
21,4,156980,11,9,4,7,3,4,1,0,0,60,39,0
28,4,124685,15,10,2,4,0,0,1,0,0,55,39,0
51,4,305673,8,11,2,3,0,4,1,0,0,40,2,1
34,2,31391,11,9,2,11,0,4,1,0,0,53,39,1
41,2,33658,15,10,2,11,0,4,1,0,0,45,39,1
21,4,211391,15,10,4,1,1,4,0,0,0,27,39,0
26,4,402998,9,13,2,10,0,4,1,0,0,58,39,1
66,4,78855,11,9,4,1,1,1,0,0,0,40,39,0
40,4,320451,10,16,2,10,0,1,1,0,1977,45,17,1
48,4,49278,7,12,0,1,4,4,0,0,0,40,39,0
44,0,248876,9,13,0,0,1,4,1,0,0,50,39,0
41,4,242586,11,9,2,7,0,4,1,0,0,40,39,0
41,4,359696,9,13,2,11,0,4,1,15024,0,60,39,1
55,2,296085,7,12,2,10,0,1,1,0,0,40,39,1
43,4,233130,9,13,0,12,1,4,1,0,0,40,39,1
51,4,189511,8,11,2,8,0,4,1,0,0,50,11,1
31,4,124420,1,7,2,3,0,4,1,0,0,40,39,0
30,6,67072,9,13,3,3,1,4,1,6849,0,60,39,0
51,4,194908,11,9,2,1,5,4,0,0,0,40,39,0
31,2,94991,11,9,0,8,4,0,1,0,0,40,39,0
18,4,194561,15,10,4,8,3,4,1,0,0,37,39,0
60,4,75726,11,9,0,4,1,4,0,0,1092,40,39,0
29,4,60722,11,9,4,4,1,1,0,0,0,40,39,0
33,4,59944,11,9,4,14,1,4,1,0,0,40,39,0
34,4,220840,4,3,2,5,0,4,1,0,0,40,26,0
40,5,104235,12,14,4,8,3,4,1,0,0,99,39,0
57,4,142714,15,10,0,8,1,4,0,0,0,38,39,0
55,2,110490,9,13,2,10,5,4,0,0,0,60,39,0
40,6,154076,7,12,2,4,0,4,1,0,0,60,39,0
26,7,130557,9,13,4,4,1,4,0,0,0,35,39,0
29,4,107108,15,10,2,1,0,0,1,0,0,40,39,0
30,4,207172,9,13,2,1,5,4,0,0,0,40,26,0
29,4,304595,12,14,4,12,1,4,1,0,0,50,39,1
43,4,475322,15,10,2,14,0,4,1,0,0,50,39,1
65,4,107620,1,7,6,1,1,4,0,0,0,8,39,0
19,4,301911,15,10,4,12,3,1,1,0,0,35,25,0
35,4,267866,11,9,2,12,0,1,1,0,1887,50,20,1
28,4,269786,11,9,2,14,0,4,1,0,0,40,39,0
34,4,167474,11,9,2,4,0,4,1,0,0,40,39,0
61,4,115023,8,11,2,3,0,4,1,0,1887,60,39,1
63,2,86590,11,9,2,4,5,4,0,0,0,32,39,0
47,7,187087,9,13,2,4,0,4,1,0,0,40,39,1
31,4,184307,15,10,0,3,1,4,1,0,0,40,39,0
18,4,225859,15,10,4,14,3,4,1,2907,0,30,39,0
29,4,57889,9,13,2,12,0,4,1,0,0,45,39,1
59,4,157932,11,9,2,3,0,4,1,0,0,40,39,0
50,4,187830,12,14,0,4,1,4,1,0,0,62,39,1
49,4,251180,5,4,2,14,0,4,1,2407,0,50,39,0
60,4,317083,9,13,2,4,0,4,1,0,0,45,39,1
35,6,190895,12,14,2,12,0,4,1,0,0,40,39,1
48,1,328606,11,9,0,6,1,4,1,0,0,40,39,0
21,0,403860,15,10,4,0,3,4,1,0,0,40,39,0
41,4,215479,11,9,5,6,1,2,1,0,0,40,39,0
56,4,157639,15,10,2,3,0,4,1,0,0,50,39,0
26,4,152129,2,8,4,8,4,2,1,0,0,40,39,0
53,4,239284,11,9,0,1,4,4,0,0,0,40,39,0
23,4,234302,11,9,4,6,1,2,1,0,0,40,39,0
58,4,218724,5,4,2,5,0,4,1,0,0,50,39,0
61,4,106330,11,9,2,3,0,4,1,0,0,40,39,0
29,4,35032,15,10,2,6,0,4,1,0,0,60,39,0
22,4,234641,11,9,4,14,3,4,1,0,0,40,39,0
43,4,170730,9,13,2,4,0,4,1,0,1977,50,39,1
31,4,218322,15,10,4,8,1,4,1,0,0,30,39,0
90,4,47929,11,9,2,7,0,4,1,0,0,40,39,0
53,4,142411,8,11,0,10,4,4,0,0,0,40,39,0
22,0,219122,15,10,4,0,3,4,1,0,0,40,39,0
55,4,132887,11,9,2,14,0,2,1,3411,0,40,23,0
34,7,44464,10,16,4,10,1,4,0,0,0,60,39,0
28,4,180928,15,10,2,6,0,4,1,5013,0,55,39,0
22,0,199426,15,10,4,0,1,4,0,0,0,40,39,0
36,4,139703,11,9,4,1,1,2,0,0,0,40,39,0
33,4,202642,9,13,5,10,2,2,0,0,0,40,23,0
17,4,160049,0,6,4,8,3,4,0,0,0,12,39,0
38,4,239755,1,7,0,3,1,4,1,0,0,40,39,0
60,4,152369,8,11,2,3,0,4,1,0,0,60,39,0
34,4,42900,9,13,2,4,0,4,1,0,0,50,39,1
72,0,117017,11,9,2,0,0,4,1,0,0,8,39,0
57,4,175017,4,3,2,8,0,4,1,0,0,40,22,0
39,4,342642,11,9,0,12,1,4,1,0,0,60,39,0
50,6,143730,9,13,2,5,0,4,1,0,0,80,39,0
45,4,191098,9,13,2,10,0,1,1,0,0,40,3,0
37,4,208106,9,13,5,4,1,4,1,0,0,35,39,0
27,4,167737,15,10,4,6,1,4,1,0,0,48,39,0
43,4,315971,9,13,0,4,1,4,0,0,0,45,39,1
41,4,142717,15,10,0,13,4,2,0,0,0,36,39,0
20,4,190227,12,14,4,4,3,4,1,0,0,25,39,0
44,4,79864,12,14,5,4,4,4,0,0,0,20,39,0
50,4,34067,8,11,2,4,0,4,1,0,0,50,39,1
54,4,222882,11,9,6,4,4,4,0,0,0,45,39,0
31,4,44464,9,13,4,4,1,4,0,0,1564,60,39,1
33,4,256062,15,10,4,1,4,4,0,0,0,35,33,0
22,4,251073,6,5,4,8,3,4,1,0,0,50,39,0
46,4,149949,15,10,2,3,0,4,1,0,0,40,39,0
30,4,165235,9,13,2,1,5,1,0,0,0,40,30,1
22,0,243190,15,10,4,0,3,1,1,0,0,40,3,0
59,0,160662,11,9,2,0,0,4,1,2407,0,60,39,0
57,6,175942,15,10,6,4,2,4,1,0,0,25,39,0
26,4,212793,11,9,4,7,1,4,1,0,0,40,39,0
52,2,153312,7,12,2,11,0,4,1,0,0,40,39,1
55,2,173296,12,14,0,10,4,4,0,0,0,45,39,0
47,4,120131,9,13,2,12,0,4,1,0,0,40,39,1
19,4,117444,11,9,4,3,3,4,1,0,0,40,39,0
26,4,226196,11,9,4,14,3,4,1,0,0,40,39,0
44,4,202872,7,12,0,10,1,4,0,0,0,40,39,1
42,4,176716,12,14,4,4,1,4,1,0,0,40,39,1
39,4,82540,15,10,2,4,0,4,1,0,0,60,39,0
17,0,41643,1,7,4,0,3,4,0,0,0,15,39,0
26,4,197292,11,9,4,1,1,4,0,0,0,50,39,0
26,4,76491,12,14,2,10,0,4,1,0,0,20,39,0
50,5,101094,12,14,2,12,0,4,1,0,0,55,39,0
46,6,119944,12,14,2,4,0,4,1,0,0,50,39,1
18,4,141626,15,10,4,13,3,4,1,2176,0,20,39,0
26,4,122575,9,13,4,4,4,1,1,0,0,60,40,0
32,4,194740,9,13,2,12,0,4,1,0,1902,40,39,1
50,4,263200,4,3,3,8,4,4,0,0,0,34,26,0
47,2,140644,15,10,2,11,0,4,1,0,0,40,39,1
52,4,202115,11,9,2,8,5,4,0,0,0,25,39,0
25,1,27142,15,10,2,4,0,4,1,0,0,40,39,1
42,2,318046,1,7,2,14,0,4,1,0,0,40,39,0
53,4,276369,11,9,2,4,0,4,1,0,0,45,39,0
30,4,67187,11,9,4,6,3,0,0,0,0,8,39,0
23,4,133582,3,2,4,5,1,4,1,0,0,36,26,0
23,4,216672,9,13,4,4,3,4,1,0,0,30,0,0
32,4,45796,15,10,2,5,0,4,1,0,0,60,39,0
29,5,31778,11,9,5,10,2,4,1,0,0,25,39,0
40,4,190044,7,12,2,8,0,4,1,0,0,40,39,0
45,7,144351,12,14,2,10,0,4,1,0,0,40,39,1
17,0,172145,0,6,4,0,3,2,0,0,0,40,39,0
55,4,193130,9,13,2,10,0,4,1,0,0,40,39,1
59,2,140478,12,14,2,10,0,4,1,0,0,40,39,1
56,4,122390,8,11,2,12,0,4,1,15024,0,40,39,1
23,4,116830,2,8,4,3,1,4,1,0,0,50,39,0
37,2,117683,11,9,2,11,0,4,1,0,0,40,39,0
25,4,106491,11,9,2,3,0,4,1,0,0,48,39,0
22,0,39803,15,10,4,0,3,4,1,0,0,40,39,0
27,4,363053,6,5,4,9,4,4,0,0,0,24,26,0
21,4,54472,11,9,4,8,4,4,0,0,0,40,39,0
47,2,200471,11,9,2,14,0,4,1,5178,0,40,39,1
38,4,54317,15,10,2,7,0,4,1,0,0,60,39,0
62,2,113443,12,14,0,10,1,4,0,10520,0,33,39,1
27,4,159623,15,10,2,12,0,4,1,0,0,40,39,0
25,0,161235,8,11,4,0,3,4,1,0,0,90,39,0
27,4,247978,11,9,4,8,3,2,0,0,0,40,39,0
40,4,305846,15,10,2,1,5,4,0,0,0,40,39,1
22,6,214014,15,10,4,12,3,2,1,99999,0,55,39,1
33,4,226525,11,9,0,4,1,4,1,0,0,60,39,0
28,4,247819,8,11,2,10,5,4,0,0,0,5,39,0
28,4,194940,11,9,2,7,0,4,1,0,0,40,39,0
29,4,289991,11,9,4,14,4,4,1,0,0,55,39,0
46,4,585361,6,5,0,4,4,4,0,0,0,40,39,0
30,4,91145,11,9,2,7,0,4,1,0,0,40,39,0
65,0,231604,11,9,2,0,0,4,1,0,0,45,11,0
28,4,273269,15,10,4,3,1,2,1,0,0,40,39,0
39,4,202683,9,13,2,1,0,4,1,0,0,40,39,0
35,4,159179,15,10,4,12,1,4,1,0,0,40,39,0
50,4,28952,15,10,2,12,5,4,0,0,0,39,39,0
25,0,214925,0,6,4,0,3,2,1,0,0,40,39,0
63,4,163708,6,5,6,8,1,4,0,0,0,20,39,0
56,4,200235,8,11,2,3,0,4,1,0,0,48,39,1
46,4,109209,15,10,2,1,0,4,1,0,0,40,39,1
19,4,166153,15,10,4,8,3,4,0,0,0,30,39,0
56,2,268213,12,14,2,10,0,4,1,0,0,35,0,1
31,4,69056,11,9,0,8,3,4,0,0,0,15,39,0
51,7,237141,12,14,2,4,0,4,1,0,0,40,39,1
17,4,277541,1,7,4,12,3,4,1,0,0,5,39,0
27,2,289039,15,10,4,11,4,1,0,0,0,40,39,0
30,4,134737,15,10,4,1,3,4,1,0,0,45,39,0
18,4,56613,15,10,4,11,3,4,0,0,0,20,39,0
41,4,36699,15,10,0,4,1,4,1,4650,0,40,39,0
40,2,333530,12,14,2,10,5,4,0,0,0,40,39,1
35,4,185366,9,13,4,12,1,4,1,0,0,50,39,0
29,4,154017,11,9,4,12,1,4,0,0,0,10,39,0
27,4,215504,9,13,2,12,0,4,1,0,1848,55,39,1
25,4,222539,0,6,4,14,1,4,1,2597,0,50,39,0
53,4,191565,3,2,0,8,4,2,0,0,0,40,6,0
53,4,111939,9,13,2,8,0,4,1,0,0,35,39,0
26,7,53903,11,9,4,3,4,4,1,0,0,50,39,0
41,4,146659,9,13,2,10,0,4,1,0,0,70,39,0
28,4,194200,11,9,2,4,0,4,1,0,0,70,39,0
48,7,78529,12,14,5,10,1,4,1,0,0,60,39,0
22,4,194829,9,13,4,4,1,4,1,0,0,30,39,0
40,1,330174,14,15,2,10,0,4,1,7688,0,40,39,1
52,5,230767,9,13,2,4,0,4,1,0,1902,60,5,1
53,2,137250,12,14,6,10,4,2,0,0,1669,35,39,0
40,4,254478,15,10,2,3,0,4,1,7298,0,50,39,1
57,4,300908,7,12,0,7,1,4,1,0,0,75,39,0
53,6,187830,8,11,5,3,1,4,1,0,0,40,31,0
23,4,201138,15,10,4,1,1,4,0,0,0,8,39,0
31,6,44503,15,10,2,3,0,4,1,0,0,40,39,0
20,4,381357,6,5,4,6,3,4,1,0,0,28,39,0
25,4,311124,14,15,4,10,1,4,0,0,0,20,39,0
37,4,96330,15,10,4,4,4,2,0,0,0,40,39,0
50,4,228238,11,9,2,3,0,4,1,0,0,40,39,1
34,6,56964,11,9,2,14,0,4,1,0,0,35,39,0
37,4,127772,9,13,2,4,0,4,1,0,0,50,39,1
52,4,386397,9,13,2,4,0,4,1,0,0,45,39,1
29,6,404998,8,11,2,5,0,4,1,0,0,90,39,0
49,4,34545,15,10,2,4,0,4,1,0,1887,40,39,1
31,4,157886,15,10,2,8,5,4,0,0,0,40,39,0
47,4,101299,11,9,2,3,0,4,1,0,0,40,39,0
51,6,134447,11,9,2,3,0,4,1,0,0,70,39,0
27,4,191822,11,9,2,12,5,4,0,0,0,50,39,0
23,4,70919,9,13,4,4,1,4,1,0,0,40,39,0
55,4,266343,11,9,2,10,0,4,1,0,0,46,39,0
28,4,87239,15,10,2,4,0,4,1,0,0,50,39,1
31,2,236487,9,13,4,10,1,4,0,0,0,40,11,0
30,4,224147,11,9,4,14,3,2,1,0,0,40,39,0
23,4,197200,9,13,4,10,3,4,1,0,0,60,39,0
19,4,124265,11,9,4,12,3,4,1,0,0,50,39,0
22,4,79980,15,10,4,12,3,4,1,0,0,25,39,0
50,4,128814,11,9,0,8,4,4,0,0,0,25,39,0
64,0,208862,11,9,2,0,0,4,1,0,0,50,39,1
21,4,51262,11,9,4,8,3,4,1,0,0,35,39,0
75,5,98116,15,10,6,12,1,4,1,0,0,40,39,1
29,4,82393,11,9,4,7,3,1,1,0,0,40,11,0
47,4,57534,15,10,2,3,0,4,1,0,0,40,39,1
20,4,218962,11,9,4,7,1,4,1,0,0,40,39,0
33,4,204752,11,9,4,8,3,4,1,0,0,40,39,0
45,4,243631,10,16,2,10,0,1,1,0,0,45,3,1
41,4,170299,8,11,0,10,4,4,0,0,0,43,39,0
23,4,60331,11,9,4,7,3,4,1,0,0,40,39,0
38,4,269318,9,13,2,1,0,4,1,5178,0,50,39,1
67,7,132819,15,10,2,11,0,4,1,0,0,41,39,1
21,4,119665,15,10,4,13,3,4,1,0,0,35,39,0
38,4,150057,15,10,4,10,1,4,1,0,0,45,39,0
31,4,128567,11,9,2,3,0,4,1,0,0,40,39,0
19,0,230874,15,10,4,0,3,4,0,0,0,40,39,0
59,6,148526,15,10,2,12,0,4,1,0,0,40,39,0
36,4,160192,11,9,4,8,1,4,1,0,0,40,39,0
50,2,74660,15,10,6,10,4,4,1,0,0,40,39,0
60,5,142494,0,6,2,3,0,4,1,0,0,40,39,0
30,4,122042,12,14,2,4,0,4,1,0,0,45,39,1
28,5,37088,9,13,4,12,1,4,1,0,0,50,39,0
36,4,61778,15,10,2,3,0,4,1,0,0,60,39,1
21,0,176356,15,10,4,0,3,4,0,0,0,10,11,0
27,4,123302,11,9,2,8,0,4,1,0,0,40,31,0
18,4,89760,2,8,4,8,3,4,0,0,0,20,39,0
44,2,165304,15,10,2,4,0,4,1,0,1485,40,39,1
56,4,104945,5,4,2,8,0,2,1,0,0,40,39,0
51,5,192973,9,13,2,11,0,2,1,0,0,40,39,1
48,4,97863,9,13,2,10,0,4,1,0,0,45,22,1
31,4,73585,8,11,2,10,0,4,1,0,0,45,39,0
35,4,29145,8,11,4,14,1,4,1,0,0,40,39,0
35,4,175232,11,9,0,6,2,4,1,0,0,40,39,0
36,4,325374,15,10,2,3,0,4,1,0,0,40,39,0
47,6,107231,7,12,2,3,0,4,1,0,1672,65,39,0
23,4,129345,15,10,4,8,1,4,1,0,0,25,39,0
21,4,228395,15,10,4,12,2,2,0,0,0,20,39,0
49,4,452402,15,10,5,4,4,2,0,0,0,60,39,0
51,5,338260,14,15,2,10,0,4,1,15024,0,60,39,1
46,4,165138,8,11,2,3,0,4,1,0,0,40,39,0
31,4,109055,11,9,2,5,0,4,1,3137,0,45,39,0
27,4,193122,11,9,2,7,0,4,1,0,0,40,39,0
56,0,425497,7,12,2,0,0,4,1,0,0,20,39,0
48,4,191858,15,10,2,3,0,4,1,0,0,40,39,0
30,4,297155,15,10,0,1,4,2,0,0,0,40,39,0
29,2,181282,9,13,0,10,1,4,1,0,0,50,39,0
50,1,111700,12,14,4,4,1,4,0,0,0,50,39,0
18,4,35065,11,9,4,14,1,2,1,0,0,35,39,0
37,4,298539,11,9,2,4,0,4,1,0,1902,55,39,1
51,6,95435,11,9,2,12,0,4,1,0,0,60,39,1
31,4,162160,11,9,2,3,0,4,1,0,0,47,39,0
29,4,176037,8,11,0,13,1,2,1,14344,0,40,39,1
39,4,314007,0,6,2,3,0,4,1,0,2051,40,39,0
48,4,197683,15,10,2,12,0,2,1,0,0,40,39,1
44,4,242521,9,13,2,12,0,4,1,7688,0,50,39,1
39,4,290321,0,6,2,7,0,4,1,0,0,40,39,0
22,2,44064,1,7,4,6,3,4,1,0,0,35,39,0
27,0,174163,15,10,2,0,5,4,0,0,0,40,39,1
42,4,374790,6,5,0,3,1,4,1,0,0,40,39,0
18,4,231562,11,9,4,12,3,4,0,0,0,33,39,0
27,4,376150,15,10,3,12,1,4,0,0,0,25,39,0
51,4,99987,0,6,5,7,4,2,0,0,0,40,39,0
27,6,120126,15,10,2,4,0,4,1,0,0,40,39,0
60,6,33717,1,7,2,5,0,4,1,0,0,50,39,0
36,4,132879,3,2,2,6,0,4,1,0,0,40,22,0
45,4,304570,9,13,2,4,0,1,1,0,0,60,3,1
40,4,100292,11,9,2,12,0,4,1,0,0,52,39,1
63,4,117473,15,10,2,10,0,4,1,4386,0,40,39,1
41,4,239833,11,9,3,14,4,2,1,0,0,50,39,0
53,0,155233,2,8,2,0,5,4,0,0,0,40,22,0
34,4,130369,11,9,0,14,4,4,0,1151,0,48,11,0
34,4,347166,15,10,2,1,0,4,1,0,0,40,39,0
31,4,502752,9,13,2,1,5,4,0,0,0,40,39,1
22,7,255575,7,12,4,10,1,4,0,0,0,15,39,0
49,4,277946,15,10,2,4,0,4,1,0,0,50,39,1
43,0,214541,11,9,2,0,0,4,1,0,0,35,39,0
36,4,143123,14,15,2,10,0,4,1,0,0,50,39,1
27,4,69132,9,13,4,13,1,4,1,0,0,37,39,0
52,6,34973,11,9,2,5,0,4,1,0,1887,60,39,1
29,4,236992,11,9,2,8,0,2,1,0,0,50,39,0
27,4,492263,0,6,5,7,3,4,1,0,0,35,26,0
42,4,180019,11,9,4,8,1,4,0,0,0,65,39,0
49,6,47086,9,13,6,12,4,4,0,0,0,40,39,0
24,4,222853,15,10,4,3,4,4,1,0,0,50,39,0
22,4,344176,11,9,4,12,4,4,1,0,0,20,39,0
30,6,223212,9,13,4,12,4,4,1,0,0,40,39,0
28,4,110981,15,10,4,8,1,4,1,0,0,40,39,0
20,4,162688,8,11,4,8,3,4,1,0,0,40,39,0
45,5,181307,14,15,2,10,0,4,1,15024,0,43,39,1
39,4,148903,11,9,0,12,1,4,0,4687,0,50,39,1
43,4,306440,14,15,4,10,1,4,1,0,0,66,10,0
18,4,210311,11,9,4,12,3,4,0,0,0,20,39,0
53,4,127117,11,9,2,7,0,4,1,0,0,40,39,0
74,4,54732,15,10,2,12,0,4,1,0,0,20,39,1
39,4,271521,9,13,2,10,0,1,1,0,0,48,30,1
33,0,216908,0,6,4,0,2,4,1,0,0,40,39,0
49,4,543922,11,9,2,3,0,4,1,0,0,42,39,1
21,4,766115,0,6,2,6,0,4,1,0,0,35,39,0
65,0,52728,15,10,2,0,0,4,1,0,0,40,39,0
39,4,284166,11,9,4,3,1,4,1,0,1564,50,39,1
49,4,122206,8,11,2,12,0,4,1,0,0,25,39,0
20,0,95989,15,10,4,0,3,4,0,0,0,40,39,0
47,4,334039,9,13,2,4,0,4,1,7298,0,44,39,1
46,6,225456,11,9,2,4,0,4,1,0,0,40,39,0
29,4,112847,8,11,2,3,0,1,1,7298,0,32,39,1
61,6,171840,11,9,6,10,4,4,0,0,0,16,39,0
48,4,180695,15,10,0,4,1,4,0,0,0,38,39,0
44,4,121012,6,5,0,3,1,4,1,0,0,40,39,0
37,5,126569,9,13,2,3,0,4,1,0,0,60,39,0
45,4,227791,15,10,2,12,0,4,1,0,1740,50,39,0
51,6,290290,9,13,2,10,0,4,1,0,0,45,39,1
33,2,251521,9,13,4,4,1,4,0,0,0,50,39,0
55,6,41938,9,13,2,10,5,4,0,0,0,8,39,0
25,4,27678,15,10,2,8,5,4,0,0,0,60,39,0
26,4,133756,11,9,0,5,1,1,1,0,0,40,30,0
54,4,215990,11,9,2,4,0,4,1,0,0,40,39,1
38,4,461337,11,9,4,12,1,4,0,0,0,33,39,0
39,2,344855,12,14,2,10,5,4,0,0,1977,20,39,1
20,7,214542,15,10,4,10,3,4,1,0,0,40,39,0
30,4,258170,11,9,0,1,1,4,0,0,0,40,39,0
29,1,242147,11,9,0,1,1,3,1,0,0,45,39,0
42,4,235700,11,9,0,6,1,4,0,0,0,40,39,0
24,4,278130,7,12,4,1,1,4,1,0,0,40,39,0
36,4,261241,11,9,2,7,0,4,1,0,0,50,39,1
60,4,85995,12,14,2,1,0,1,1,0,0,50,35,1
42,4,340885,11,9,0,5,1,4,1,0,0,44,39,0
42,4,152889,0,6,2,3,0,4,1,0,0,45,39,0
46,4,195023,11,9,3,7,1,4,0,0,0,40,4,0
52,7,109600,12,14,3,4,4,4,0,4787,0,44,39,1
27,0,249463,8,11,2,0,0,4,1,0,0,20,39,0
